show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,text_features
s1804,Movie,Dolly Parton’s Christmas on the Square,Debbie Allen,"Dolly Parton, Christine Baranski, Treat Williams, Jenifer Lewis, Josh Segarra, Jeanine Mason, Mary Lane Haskell",United States,"November 22, 2020",2020,TV-PG,99 min,"Children & Family Movies, Music & Musicals","Seasonal cheer comes to a screeching halt when a cold-hearted woman tries to sell her hometown's land. Can music, magic and memories change her mind?",debbie allen dolly parton christine baranski treat williams jenifer lewis josh segarra jeanine mason mary lane haskell children  family movies music  musicals seasonal cheer comes to a screeching halt when a coldhearted woman tries to sell her hometowns land can music magic and memories change her mind
s1805,Movie,Dolphin Kick,Philip Marlatt,"Axle McCoy, Travis McCoy, Tyler Jade Nixon, Alexis Louder, DeVaughn Gow, LaVaughn Hamilton, Maya Simmons, Quddus Newton, Jordan Padreira, Derek Lee Nixon",United States,"June 5, 2019",2019,TV-PG,90 min,Children & Family Movies,"After losing his mom, 10-year-old Luke abandons competitive swimming. It takes a friendly dolphin to get him back in the water – and help him heal.",philip marlatt axle mccoy travis mccoy tyler jade nixon alexis louder devaughn gow lavaughn hamilton maya simmons quddus newton jordan padreira derek lee nixon children  family movies after losing his mom 10yearold luke abandons competitive swimming it takes a friendly dolphin to get him back in the water – and help him heal
s1806,Movie,Dolphin Tale 2,Charles Martin Smith,"Morgan Freeman, Ashley Judd, Harry Connick Jr., Kris Kristofferson, Nathan Gamble, Austin Stowell, Juliana Harkavy, Charles Martin Smith, Austin Highsmith, Cozi Zuehlsdorff",United States,"February 25, 2019",2014,PG,107 min,"Children & Family Movies, Dramas","Winter the dolphin, who survived a tragic injury by receiving a prosthetic tail, bonds with an orphaned baby dolphin after her beloved pool mate dies.",charles martin smith morgan freeman ashley judd harry connick jr kris kristofferson nathan gamble austin stowell juliana harkavy charles martin smith austin highsmith cozi zuehlsdorff children  family movies dramas winter the dolphin who survived a tragic injury by receiving a prosthetic tail bonds with an orphaned baby dolphin after her beloved pool mate dies
s1807,Movie,Domino,Brian De Palma,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani","Denmark, France, Belgium, Italy, Netherlands, United States, United Kingdom","September 28, 2019",2019,R,89 min,"International Movies, Thrillers","A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage.",brian de palma nikolaj costerwaldau carice van houten eriq ebouaney guy pearce mohammed azaay søren malling paprika steen helena kaittani international movies thrillers a copenhagen police officer hunts for the man who attacked his partner only to stumble into a highstakes game of espionage
s1808,Movie,Don,Farhan Akhtar,"Shah Rukh Khan, Priyanka Chopra, Arjun Rampal, Isha Koppikar, Kareena Kapoor, Boman Irani, Om Puri, Pavan Malhotra",India,"December 15, 2019",2006,TV-14,169 min,"Action & Adventure, International Movies","A ruthless crime boss and drug lord is nabbed and held captive by the authorities, who send his naïve look-alike to infiltrate the man's gang.",farhan akhtar shah rukh khan priyanka chopra arjun rampal isha koppikar kareena kapoor boman irani om puri pavan malhotra action  adventure international movies a ruthless crime boss and drug lord is nabbed and held captive by the authorities who send his naïve lookalike to infiltrate the mans gang
s1809,Movie,Don 2,Farhan Akhtar,"Shah Rukh Khan, Priyanka Chopra, Boman Irani, Lara Dutta, Kunal Kapoor, Om Puri, Alyy Khan, Nawab Shah","India, Germany","December 15, 2019",2011,TV-14,148 min,"Action & Adventure, International Movies, Music & Musicals","With Asia under his complete control, criminal mastermind Don turns to Europe, battling the mob bosses of each nation along the way.",farhan akhtar shah rukh khan priyanka chopra boman irani lara dutta kunal kapoor om puri alyy khan nawab shah action  adventure international movies music  musicals with asia under his complete control criminal mastermind don turns to europe battling the mob bosses of each nation along the way
s1810,Movie,Don Quixote: The Ingenious Gentleman of La Mancha,"Mahin Ibrahim, Austin Kolodney, Will Lowell, David Beier, Dave Dorsey, Xu Zhang, Alana Waksman, Jon YonKondy, Drue Metz, Brandon Somerhalder","Carmen Argenziano, Horatio Sanz, Luis Guzman, Vera Cherny, Lorena McGregor, Reinaldo Zavarce, Jacquie Barnbrook, Anthony Skordi, Lin Shaye, James Franco",United States,"January 5, 2018",2015,TV-14,83 min,"Comedies, Independent Movies","In this modern adaptation of a Spanish classic, an eccentric, elderly gentleman sets out with his honest sidekick to right the wrongs of the world.",mahin ibrahim austin kolodney will lowell david beier dave dorsey xu zhang alana waksman jon yonkondy drue metz brandon somerhalder carmen argenziano horatio sanz luis guzman vera cherny lorena mcgregor reinaldo zavarce jacquie barnbrook anthony skordi lin shaye james franco comedies independent movies in this modern adaptation of a spanish classic an eccentric elderly gentleman sets out with his honest sidekick to right the wrongs of the world
s1811,Movie,Don Verdean,Jared Hess,"Sam Rockwell, Amy Ryan, Will Forte, Danny McBride, Jemaine Clement, Leslie Bibb, Steve Park, Sky Elobar, P.J. Boudousqué, Yaniv Moyal",United States,"March 1, 2020",2015,PG-13,96 min,Comedies,"A questionable character working as a self-styled ""biblical archaeologist"" advances his cause by creating phony religious artifacts.",jared hess sam rockwell amy ryan will forte danny mcbride jemaine clement leslie bibb steve park sky elobar pj boudousqué yaniv moyal comedies a questionable character working as a selfstyled biblical archaeologist advances his cause by creating phony religious artifacts
s1812,Movie,Don't Be Afraid of the Dark,Troy Nixey,"Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson, Garry McDonald, Alan Dale, Julia Blake, Edwina Ritchard, Emilia Burns, Guillermo del Toro","United States, Australia, Mexico","November 2, 2019",2010,R,99 min,Horror Movies,Young Sally Hurst discovers she isn't alone in her new house: strange creatures live there – and they might not be as friendly as Sally thinks.,troy nixey katie holmes guy pearce bailee madison jack thompson garry mcdonald alan dale julia blake edwina ritchard emilia burns guillermo del toro horror movies young sally hurst discovers she isnt alone in her new house strange creatures live there – and they might not be as friendly as sally thinks
s1813,Movie,Don't Crack Under Pressure,Thierry Donard,"Davide Carrera, Jesse Richman, Loic Collomb-Patton, Wille Lindberg, Matt Annetts",France,"June 12, 2020",2015,TV-MA,95 min,"Action & Adventure, Documentaries, International Movies","There are risks. Then there are risk-takers. In an around-the-world trip, follow athletes perform jaw-dropping acts in unpredictable elements of nature.",thierry donard davide carrera jesse richman loic collombpatton wille lindberg matt annetts action  adventure documentaries international movies there are risks then there are risktakers in an aroundtheworld trip follow athletes perform jawdropping acts in unpredictable elements of nature
s1814,Movie,Don't Crack Under Pressure II,Thierry Donard,"Davide Carrera, Eric Duguil, Jesse Richman, Richie Jackson, Loic Collomb-Patton, Wille Lindberg, Matt Annetts",France,"June 12, 2020",2016,TV-MA,88 min,"Action & Adventure, Documentaries, International Movies","Using state-of-the-art technology, this stunning sequel follows athletes pulling off daring feats under extreme conditions in extraordinary locations.",thierry donard davide carrera eric duguil jesse richman richie jackson loic collombpatton wille lindberg matt annetts action  adventure documentaries international movies using stateoftheart technology this stunning sequel follows athletes pulling off daring feats under extreme conditions in extraordinary locations
s1815,Movie,Don't Crack Under Pressure III,Thierry Donard,"Temarii Buillard, Davide Carrera, Jesse Richman, Loic Collomb-Patton, Wille Lindberg, Matt Annetts",France,"June 12, 2020",2017,TV-14,94 min,"Action & Adventure, Documentaries, International Movies","Through deserts, above mountains and deep into oceans, elite athletes — both veteran and new — form bonds and pursue adventure in sumptuous landscapes.",thierry donard temarii buillard davide carrera jesse richman loic collombpatton wille lindberg matt annetts action  adventure documentaries international movies through deserts above mountains and deep into oceans elite athletes — both veteran and new — form bonds and pursue adventure in sumptuous landscapes
s1816,TV Show,Don't F**k with Cats: Hunting an Internet Killer,Mark Lewis,Unknown,"United Kingdom, United States","December 18, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",A twisted criminal's gruesome videos drive a group of amateur online sleuths to launch a risky manhunt that pulls them into a dark underworld.,mark lewis unknown crime tv shows docuseries a twisted criminals gruesome videos drive a group of amateur online sleuths to launch a risky manhunt that pulls them into a dark underworld
s1817,Movie,Don't Go Breaking My Heart,Johnnie To,"Louis Koo, Gao Yuanyuan, Daniel Wu",Hong Kong,"December 1, 2018",2011,TV-PG,115 min,"Comedies, International Movies, Romantic Movies","A financial analyst succumbs to a love triangle with a hard-drinking architect and a promiscuous investment bro, who soon becomes her boss.",johnnie to louis koo gao yuanyuan daniel wu comedies international movies romantic movies a financial analyst succumbs to a love triangle with a harddrinking architect and a promiscuous investment bro who soon becomes her boss
s1818,Movie,Don't Go Breaking My Heart 2,Johnnie To,"Louis Koo, Gao Yuanyuan, Miriam Chin Wah Yeung, Vic Chou, Daniel Wu","Hong Kong, China","December 1, 2018",2014,TV-14,113 min,"Comedies, International Movies, Romantic Movies","Zixin is about to marry Qihong, but her gallivanting ex returns to wreak havoc as mistaken identities and love triangles stir up the lovers' paradise.",johnnie to louis koo gao yuanyuan miriam chin wah yeung vic chou daniel wu comedies international movies romantic movies zixin is about to marry qihong but her gallivanting ex returns to wreak havoc as mistaken identities and love triangles stir up the lovers paradise
s1819,Movie,Don't Knock Twice,Caradog W. James,"Katee Sackhoff, Lucy Boynton, Richard Mylan, Nick Moran, Pascale Wilson, Javier Botet, Pooneh Hajimohammadi, Sarah Buckland",United Kingdom,"February 8, 2019",2016,R,93 min,"Horror Movies, International Movies",A recovering addict becomes her estranged daughter's only hope after the teen awakens a terrifying child-stealing witch from an urban legend.,caradog w james katee sackhoff lucy boynton richard mylan nick moran pascale wilson javier botet pooneh hajimohammadi sarah buckland horror movies international movies a recovering addict becomes her estranged daughters only hope after the teen awakens a terrifying childstealing witch from an urban legend
s1820,Movie,Don't Look Down,Daniel Gordon,Richard Branson,United Kingdom,"April 1, 2017",2016,TV-MA,93 min,"Documentaries, International Movies","Aided by dramatic reconstructions and archive footage, Sir Richard Branson recounts his daring attempts to break hot air balloon records.",daniel gordon richard branson documentaries international movies aided by dramatic reconstructions and archive footage sir richard branson recounts his daring attempts to break hot air balloon records
s1821,Movie,Don't Think Twice,Mike Birbiglia,"Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia, Kate Micucci, Chris Gethard, Richard Masur, Tami Sagher, Erin Darke",United States,"May 1, 2017",2016,R,92 min,"Comedies, Dramas, Independent Movies",Six talented but struggling improv comics see a sudden shift in their troupe's dynamic after one of them lands a much-coveted gig on television.,mike birbiglia keeganmichael key gillian jacobs mike birbiglia kate micucci chris gethard richard masur tami sagher erin darke comedies dramas independent movies six talented but struggling improv comics see a sudden shift in their troupes dynamic after one of them lands a muchcoveted gig on television
s1822,Movie,Don’t Listen,Ángel Gómez Hernández,"Rodolfo Sancho, Ana Fernández, Ramón Barea, Belén Fabra, Lucas Blas",Spain,"November 27, 2020",2020,TV-MA,98 min,"Horror Movies, International Movies","After a tragic turn of events at the new home he's fixing up, Daniel hears a ghostly plea for help, spurring him to seek out a famous paranormal expert.",ángel gómez hernández rodolfo sancho ana fernández ramón barea belén fabra lucas blas horror movies international movies after a tragic turn of events at the new home hes fixing up daniel hears a ghostly plea for help spurring him to seek out a famous paranormal expert
s1823,Movie,Donald Glover: Weirdo,"Shannon Hartman, Michelle Caputo",Donald Glover,United States,"November 19, 2016",2012,TV-MA,65 min,Stand-Up Comedy,"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us.",shannon hartman michelle caputo donald glover standup comedy fearlessly funny standup comic and sitcom star donald glover puts on a live show in new york confessing his love for cocoa puffs and toys r us
